TIPO DE SÍMBOLO,CARACTERÍSTICA DE SÍMBOLO,MATERIAL,ESPACIO ASOCIADO,CATEGORÍA ESPACIO,DEDICACIÓN,PERSONAJE,DIRECCIÓN,MUNICIPIO,PROVINCIA,COMUNIDAD,AÑO DE INAUGURACIÓN,ESTADO,FECHA RETIRADA,Nº HABITANTES,LATITUD,LONGITUD,FUENTE,ALTURA
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Aranda,General Aranda,Calle General Aranda,Salvador De Zapardiel,Valladolid,Castilla y León,,Activo,,120,41.1540883,-4.8513913,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,Salvador De Zapardiel,Valladolid,Castilla y León,,Activo,,120,41.117845,-4.8750695,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Rua Calvo Sotelo,San Cristovo De Cea,Ourense,Galicia,,Activo,,2191,42.4763443,-7.982974800000001,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Millán Astray,Millán Astray,Calle Millán Astray,San Javier,Murcia,Murcia,,Activo,,32489,37.8094688,-0.8016219,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,San Javier,Murcia,Murcia,,Activo,,32489,37.8084486,-0.8376157,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Mola,General Mola,Calle General Mola,San Juan Del Olmo,Ávila,Castilla y León,,Activo,,105,40.6534163,-5.0506625,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Orgaz,General Orgaz,Calle General Orgaz,San Juan Del Olmo,Ávila,Castilla y León,,Activo,,105,40.6548602,-5.0492479,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Varela,General Varela,Calle General Varela,San Juan Del Olmo,Ávila,Castilla y León,,Activo,,105,40.6548602,-5.0492479,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Aranda,General Aranda,Calle General Aranda,San Juan Del Olmo,Ávila,Castilla y León,,Activo,,105,40.653132,-5.0514117,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,San Juan Del Olmo,Ávila,Castilla y León,,Activo,,105,40.651424,-5.0504258,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Trva Calvo Sotelo,San Juan Del Olmo,Ávila,Castilla y León,,Activo,,105,40.6517585,-5.0497697,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Héroes del Alcázar,Héroes del Alcázar,Calle Héroes Del Alcazar,San Pedro Del Pinatar,Murcia,Murcia,,Activo,,25476,37.8211404,-0.7808018,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Millán Astray,Millán Astray,Calle Millán Astray,San Pedro Del Pinatar,Murcia,Murcia,,Activo,,25476,37.8336185,-0.7913479999999999,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Mola,General Mola,Calle General Mola,San Pedro Del Pinatar,Murcia,Murcia,,Activo,,25476,37.8159629,-0.7864118,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Onésimo Redondo,Onésimo Redondo,Calle Onesimo Redondo,San Pedro Del Pinatar,Murcia,Murcia,,Activo,,25476,37.8152456,-0.7878537999999999,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Jose Antonio Primo de Rivera,Jose Antonio Primo de Rivera,Calle Primo De Rivera,San Pedro Del Pinatar,Murcia,Murcia,,Activo,,25476,37.834812,-0.788724,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Queipo De Llano,General Queipo De Llano,Calle Queipo De Llano,San Pedro Del Pinatar,Murcia,Murcia,,Activo,,25476,37.815545,-0.7888780999999999,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Sanjurjo,General Sanjurjo,Calle General Sanjurjo,San Pedro Del Pinatar,Murcia,Murcia,,Activo,,25476,37.815939,-0.7874078999999999,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Varela,General Varela,Calle General Varela,San Pedro Del Pinatar,Murcia,Murcia,,Activo,,25476,37.8358413,-0.7956139,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Crucero Baleares,Crucero Baleares,Calle Crucero Baleares,San Pedro Del Pinatar,Murcia,Murcia,,Activo,,25476,37.8223063,-0.7791178,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,San Pedro Del Pinatar,Murcia,Murcia,,Activo,,25476,37.8341694,-0.7925262,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Carrero Blanco,Carrero Blanco,Calle Almirante Carrero Blanco,San Pedro Del Pinatar,Murcia,Murcia,,Activo,,25476,37.826943,-0.7884523000000001,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,San Román De La Cuba,Palencia,Castilla y León,,Activo,,61,42.2624354,-4.857175799999999,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,Sanchonuño,Segovia,Castilla y León,,Activo,,940,41.3235685,-4.3032179,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Mola,General Mola,Calle General Mola,Sanlúcar de Guadiana,Huelva,Andalucía,,Activo,,409,37.4730074,-7.466197299999998,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Queipo De Llano,General Queipo De Llano,Calle Queipo De Llano,Sanlúcar de Guadiana,Huelva,Andalucía,,Activo,,409,37.4735533,-7.467237099999999,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Sanjurjo,General Sanjurjo,Calle General Sanjurjo,Sanlúcar de Guadiana,Huelva,Andalucía,,Activo,,409,37.47410199999999,-7.465497099999999,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,Santa Cruz De Paniagua,Cáceres,Extremadura,,Activo / En proceso de retirada ,03/03/2021,18263,40.1929085,-6.339889599999999,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Francisco Franco,Francisco Franco,Calle Generalísimo,Santa Cruz del Retamar,Toledo,Castilla-La Mancha,,Activo,,3079,40.1188554,-4.238302,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Mola,General Mola,Calle General Mola,Santa Eufemia Del Barco,Zamora,Castilla y León,,Activo,,177,41.6779781,-5.8973938,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Mola,General Mola,Trva General Mola,Santa Eufemia Del Barco,Zamora,Castilla y León,,Activo,,177,41.6779781,-5.8973938,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,Santa Eulalia,Teruel,Aragón,,Activo,,38015,40.5694582,-1.3124698,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Jose Antonio Primo de Rivera,Jose Antonio Primo de Rivera,Avda Primo De Rivera,Santa María De La Vega,Zamora,Castilla y León,,Activo,,328,42.0844831,-5.809342,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,Santa María Del Berrocal,Ávila,Castilla y León,,Activo,,328,40.5082696,-5.404955,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Plaza Calvo Sotelo,Santa María Del Mercadillo,Burgos,Castilla y León,,Activo,,328,41.8598777,-3.5591079,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Mola,General Mola,Calle General Mola,Santa María Del Val,Cuenca,Castilla-La Mancha,,Activo,,328,40.5047581,-2.0405346,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,Santa María Del Val,Cuenca,Castilla-La Mancha,,Activo,,328,40.5046002,-2.041709,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Francisco Franco,Francisco Franco,Plaza Franco,Santa María La Real De Nieva,Segovia,Castilla y León,,Activo,,328,41.0698971,-4.4067732,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,Santander,Cantabria,Cantabria,,Activo,,172539,43.4614904,-3.807589199999999,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Capitán Cortes,Capitán Cortés,Calle Capitán Cortes,Santander,Cantabria,Cantabria,,Activo,,172539,43.4583133,-3.8180689,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Asensio,General Asensio,Calle General Asensio,Sevilla La Nueva,Madrid,Comunidad de Madrid,,Activo,,9318,40.3484457,-4.0286534,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,Sevilleja De La Jara,Toledo,Castilla-La Mancha,,Activo,,698,39.5747989,-4.9642659,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Jose Antonio Primo de Rivera,Jose Antonio Primo de Rivera,Calle Primo De Rivera,Soliedra,Soria,Castilla y León,,Activo,,21,41.4693768,-2.3825209,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Mola,General Mola,Calle General Mola,Tabuenca,Zaragoza,Aragón,,Activo,,314,41.6956689,-1.5392536,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Sanjurjo,General Sanjurjo,Calle General Sanjurjo,Tabuenca,Zaragoza,Aragón,,Activo,,314,41.6961243,-1.543822,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,Tabuenca,Zaragoza,Aragón,,Activo,,314,41.6949581,-1.5443018,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Capitán Cortes,Capitán Cortés,Calle Capitán Cortes,Talavera De La Reina,Toledo,Castilla-La Mancha,,Activo,,83417,39.9684193,-4.8188221,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Capitán Cortes,Capitán Cortés,Calle Capitán Cortes,Tauste,Zaragoza,Aragón,,Activo,,6912,41.91749799999999,-1.2573586,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Francisco Franco,Francisco Franco,Plaza Caudillo,Tauste,Zaragoza,Aragón,,Activo,,6912,41.9202247,-1.2578169,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,Tejadillos,Cuenca,Castilla-La Mancha,,Activo,,118,40.14097,-1.6341699,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Francisco Franco,Francisco Franco,Plaza Caudillo,Tejadillos,Cuenca,Castilla-La Mancha,,Activo,,118,39.3264972,-1.8468078,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Carrero Blanco,Carrero Blanco,Calle Almirante Carrero Blanco,Tejado,Soria,Castilla y León,,Activo,,108,41.589506,-2.2673477,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,Teulada,Alicante / Alacant,Comunidad Valenciana,,Activo,,11112,38.7303058,0.105343,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Jose Antonio Primo de Rivera,Jose Antonio Primo de Rivera,Avda José Antonio,Tíjola,Almería,Andalucía,,Activo,,3541,37.3472961,-2.4326699,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Mola,General Mola,Calle General Mola,Torrecilla De La Orden,Valladolid,Castilla y León,,Activo,,247,41.21810259999999,-5.22542,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Onésimo Redondo,Onésimo Redondo,Calle Onesimo Redondo,Torrecilla De La Orden,Valladolid,Castilla y León,,Activo,,247,41.2176133,-5.2230018,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Queipo De Llano,General Queipo De Llano,Calle Queipo De Llano,Torrecilla De La Orden,Valladolid,Castilla y León,,Activo,,247,41.2188909,-5.225385,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,Torrecilla De La Orden,Valladolid,Castilla y León,,Activo,,247,41.2197876,-5.223112299999999,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
